geo_id,present_number_of_apartments_2005_present,present_number_of_apartments_1985_2004,present_number_of_apartments_1965_1984,present_number_of_apartments_1945_1964,present_number_of_apartments_before_1945,present_number_of_terraced_houses_2005_present,present_number_of_terraced_houses_1985_2004,present_number_of_terraced_houses_1965_1984,present_number_of_terraced_houses_1945_1964,present_number_of_terraced_houses_before_1945,present_number_of_semi_detached_houses_2005_present,present_number_of_semi_detached_houses_1985_2004,present_number_of_semi_detached_houses_1965_1984,present_number_of_semi_detached_houses_1945_1964,present_number_of_semi_detached_houses_before_1945,present_number_of_detached_houses_2005_present,present_number_of_detached_houses_1985_2004,present_number_of_detached_houses_1965_1984,present_number_of_detached_houses_1945_1964,present_number_of_detached_houses_before_1945,typical_useful_demand_for_space_heating_apartments_2005_present,typical_useful_demand_for_space_heating_apartments_1985_2004,typical_useful_demand_for_space_heating_apartments_1965_1984,typical_useful_demand_for_space_heating_apartments_1945_1964,typical_useful_demand_for_space_heating_apartments_before_1945,typical_useful_demand_for_space_heating_terraced_houses_2005_present,typical_useful_demand_for_space_heating_terraced_houses_1985_2004,typical_useful_demand_for_space_heating_terraced_houses_1965_1984,typical_useful_demand_for_space_heating_terraced_houses_1945_1964,typical_useful_demand_for_space_heating_terraced_houses_before_1945,typical_useful_demand_for_space_heating_semi_detached_houses_2005_present,typical_useful_demand_for_space_heating_semi_detached_houses_1985_2004,typical_useful_demand_for_space_heating_semi_detached_houses_1965_1984,typical_useful_demand_for_space_heating_semi_detached_houses_1945_1964,typical_useful_demand_for_space_heating_semi_detached_houses_before_1945,typical_useful_demand_for_space_heating_detached_houses_2005_present,typical_useful_demand_for_space_heating_detached_houses_1985_2004,typical_useful_demand_for_space_heating_detached_houses_1965_1984,typical_useful_demand_for_space_heating_detached_houses_1945_1964,typical_useful_demand_for_space_heating_detached_houses_before_1945,present_share_of_apartments_2005_present_in_useful_demand_for_space_heating,present_share_of_apartments_1985_2004_in_useful_demand_for_space_heating,present_share_of_apartments_1965_1984_in_useful_demand_for_space_heating,present_share_of_apartments_1945_1964_in_useful_demand_for_space_heating,present_share_of_apartments_before_1945_in_useful_demand_for_space_heating,present_share_of_terraced_houses_2005_present_in_useful_demand_for_space_heating,present_share_of_terraced_houses_1985_2004_in_useful_demand_for_space_heating,present_share_of_terraced_houses_1965_1984_in_useful_demand_for_space_heating,present_share_of_terraced_houses_1945_1964_in_useful_demand_for_space_heating,present_share_of_terraced_houses_before_1945_in_useful_demand_for_space_heating,present_share_of_semi_detached_houses_2005_present_in_useful_demand_for_space_heating,present_share_of_semi_detached_houses_1985_2004_in_useful_demand_for_space_heating,present_share_of_semi_detached_houses_1965_1984_in_useful_demand_for_space_heating,present_share_of_semi_detached_houses_1945_1964_in_useful_demand_for_space_heating,present_share_of_semi_detached_houses_before_1945_in_useful_demand_for_space_heating,present_share_of_detached_houses_2005_present_in_useful_demand_for_space_heating,present_share_of_detached_houses_1985_2004_in_useful_demand_for_space_heating,present_share_of_detached_houses_1965_1984_in_useful_demand_for_space_heating,present_share_of_detached_houses_1945_1964_in_useful_demand_for_space_heating,present_share_of_detached_houses_before_1945_in_useful_demand_for_space_heating,typical_useful_demand_for_space_heating_buildings_present,present_number_of_buildings,interconnector_capacity
GM0312,261,424,251,22,45,157,567,1312,354,69,137,439,791,645,241,107,91,158,118,200,117.5166946,153.3075102,163.3235523,275.6692076,217.4419474,114.2137401,163.6377647,193.0585686,227.2882758,307.9188632,116.4218435,156.6275856,203.5640871,237.6201483,315.6475848,117.8802845,145.7693589,206.7720365,241.9061162,238.3971526,0.03453458,0.07459123,0.04135351,0.00318405,0.00780147,0.02343888,0.0906629,0.20169249,0.05613642,0.01129602,0.02179198,0.06708919,0.12398271,0.09726153,0.03880151,0.01702186,0.01505469,0.02449455,0.01861431,0.03119612,230.5300756,686,60000
GM0313,910,477,114,35,157,478,711,1886,292,218,227,457,1157,432,225,105,208,156,70,120,115.3737228,142.7247932,176.0271896,272.1593924,298.4876256,116.166159,165.3359797,186.9851923,222.4099812,280.1336836,118.4408942,162.9827963,203.5428124,245.4496919,311.688422,111.3622257,164.8056881,215.9527163,283.0363516,278.3441978,0.09490848,0.0545911,0.01477446,0.00471086,0.02063311,0.05488056,0.08456903,0.22648519,0.03821325,0.02680782,0.02634345,0.05318112,0.14254019,0.05688829,0.02742568,0.01235267,0.02293321,0.01688343,0.0077424,0.0131357,240.0140138,859,60000
GM0317,225,96,89,0,6,197,645,1025,37,5,175,414,599,53,36,76,182,95,18,29,122.3098584,160.3119572,162.4561258,0,0,118.7095211,165.136332,194.8597818,237.7290858,370.75,123.0127064,173.743532,214.9375539,269.3701262,242.8501105,125.9064357,166.5058668,219.8972706,305.1964633,317.0999637,0.0590477,0.02448578,0.02429185,0,0.00167521,0.04925288,0.16284577,0.25599673,0.00725649,0.00133583,0.04209911,0.10522448,0.15093556,0.01107324,0.00807751,0.01866719,0.04309045,0.02221856,0.00451465,0.00791101,186.1547242,310,60000
GM0321,1443,2280,1057,12,54,1385,5360,2682,148,46,731,2374,1089,208,166,222,513,320,137,319,118.0327535,159.0185092,203.0341826,215.9877301,247.6833747,115.514625,149.2517027,194.5870147,258.4951905,317.1977629,117.3953321,155.3772638,202.0247928,264.5469437,305.9806364,117.3315381,142.7851678,224.0668016,291.40294,264.8366086,0.0735738,0.1129301,0.04911899,0.00062547,0.00304933,0.0730266,0.26473363,0.11675313,0.00690123,0.00286012,0.04000122,0.11552469,0.04720148,0.0099442,0.0094096,0.01167336,0.02571639,0.01459108,0.00737015,0.01499543,176.0911532,1450,60000
GM0327,590,1099,772,17,42,492,1131,4094,48,12,435,407,1799,516,189,284,283,380,181,303,99.55700586,134.5883698,143.5698522,293.3930622,219.0457568,104.6130546,144.9866874,176.7623938,221.6787408,387.9032258,120.0493144,153.9359785,189.1892486,253.0606837,300.6670084,122.2764831,156.0451996,203.1740004,281.6297625,305.7606667,0.05341168,0.08425963,0.06091426,0.00131232,0.00308465,0.03941705,0.08369189,0.30548198,0.0037587,0.00094095,0.03769168,0.02981876,0.13491496,0.03932761,0.01347184,0.02361958,0.02123967,0.02814075,0.01343058,0.02207146,195.4732366,1258,60000
GM0331,244,185,204,39,153,156,629,841,132,73,178,438,514,258,264,193,272,344,180,502,124.1580591,145.824851,209.4901637,233.732026,295.8960625,113.2872397,156.5376195,191.5722223,215.3432475,306.316431,115.4656227,160.4838083,209.9523181,253.3764217,302.2175596,114.6935885,159.7607228,219.3021272,281.7704984,335.5254129,0.03378627,0.03215713,0.03411665,0.00667274,0.02411055,0.0221362,0.11566252,0.15205237,0.02392011,0.01393069,0.02460819,0.07882414,0.09430938,0.04342772,0.04561984,0.02847162,0.04596133,0.06008617,0.03167339,0.08847299,264.4693776,522,60000
GM0335,223,344,154,33,81,136,602,1410,205,171,82,358,663,197,188,64,290,212,100,225,120.2102269,184.9423452,200.907613,240.4147465,256.3147964,120.1339893,150.3459686,194.1369924,220.5775841,299.1322228,114.3285002,155.5551102,212.1385526,222.9691965,299.0653652,111.0323984,158.1817872,215.3384603,308.0598598,285.6851841,0.03423542,0.06025889,0.02586545,0.00467378,0.01273052,0.01892187,0.1100047,0.24703944,0.03577263,0.02996932,0.01298111,0.06449788,0.11865473,0.0344042,0.03460149,0.00756912,0.05301984,0.03817193,0.01765209,0.03897559,271.7352547,569,60000
GM0339,129,46,29,31,24,253,200,243,42,8,150,165,209,59,68,114,119,94,41,103,117.5359198,166.1188013,120.8126888,133.5313351,103.8290855,116.447354,161.7668118,209.9323581,230.41875,403,115.8154956,170.8609963,210.4807037,237.645508,283.7889811,119.4936575,161.3548305,229.6081793,341.1873735,313.7373246,0.05696298,0.02128677,0.01309754,0.01454291,0.01211374,0.11871413,0.09065852,0.11075212,0.0178845,0.00199972,0.08184117,0.07865185,0.09594393,0.026684,0.03225849,0.05775527,0.05852375,0.04426873,0.01899202,0.04706786,233.9085023,185,60000
GM0340,342,404,338,422,138,289,595,798,504,220,276,402,613,636,513,252,331,308,410,426,90.62842981,157.7513051,141.7074509,259.0820619,230.0255971,116.3729772,146.9007366,201.2726743,164.548279,258.5156201,115.6925861,161.6203491,217.3886145,212.4947115,278.7162234,116.9009385,153.9131446,231.9715558,292.1565973,296.894772,0.03840498,0.05041912,0.04081963,0.05545491,0.01525106,0.02618501,0.06947275,0.1005843,0.06505273,0.02891574,0.02864243,0.04394495,0.07783334,0.08161319,0.06878213,0.02774633,0.03365919,0.03896361,0.05025506,0.05799954,250.0052964,837,60000
GM0342,551,1232,3632,1425,253,229,1786,2387,1023,301,239,1117,1316,860,1886,201,474,382,253,1165,114.2368383,163.7009907,192.656916,239.233508,267.2581398,116.7851557,155.9298699,192.2034579,205.5190799,281.5544939,119.3163627,158.2219809,201.1696931,234.5871116,292.524578,120.1545728,158.984885,213.7012017,278.2856861,309.2224194,0.02839099,0.06587052,0.1718846,0.06753692,0.01298345,0.01328469,0.08927444,0.11353227,0.04645982,0.01384064,0.01177945,0.05575057,0.06184896,0.04056282,0.08875484,0.00982089,0.0243875,0.01799901,0.01169984,0.05433778,273.5191094,2822,60000
GM0344,17704,13786,20446,14875,21201,9243,10549,5313,4955,22103,3788,3534,1900,1859,3415,913,450,460,181,494,115.127431,149.1677304,168.0199664,217.2922853,247.4611706,113.4549211,135.2611862,187.9957372,224.9462849,268.0254771,116.2372926,140.3347645,199.088829,237.1802721,282.9435882,117.4016177,137.312361,213.784121,286.8150056,278.7680535,0.1188567,0.08574896,0.13513557,0.09361888,0.13448496,0.0613598,0.06537183,0.03312141,0.03088099,0.13343682,0.02574651,0.02184934,0.01200409,0.01188414,0.02070533,0.00589381,0.00275919,0.00293023,0.00105829,0.00315315,205.8678749,9204,60000
GM0345,1975,2674,4502,1658,191,1146,3696,2971,879,522,736,1904,1666,780,1475,217,702,287,142,274,126.2516422,148.5617066,226.9796795,242.2845386,262.6080002,122.6253828,160.5269229,193.5505855,235.1424882,276.7060164,117.666747,161.1799547,207.999463,256.02445,292.7575499,115.5203827,151.5675036,209.5737939,267.0195506,310.5805386,0.06432994,0.09541215,0.15986742,0.05688069,0.00635855,0.0368448,0.13175329,0.10671025,0.03213021,0.0190877,0.02339954,0.06800885,0.05862281,0.02736782,0.05644035,0.00736823,0.02433587,0.00976881,0.00498443,0.01032829,219.9138915,2699,60000
GM0351,316,384,80,35,28,315,387,876,197,27,237,381,612,302,185,150,190,179,97,208,128.9040326,150.3895658,251.3064145,173.3027761,197.0935601,116.7194319,149.4651536,191.5980355,214.6343997,272.1565645,116.9896655,158.8865064,202.3788009,244.56786,289.8879962,109.8627095,152.7144966,228.3497907,291.5971846,267.4921609,0.05909007,0.07751528,0.01477538,0.00769114,0.00429601,0.05930846,0.07327398,0.16820662,0.03859547,0.00490689,0.0440401,0.07564833,0.12004909,0.05832499,0.03525158,0.02961394,0.03529785,0.0344278,0.01981459,0.03987243,264.0276659,611,60000
GM0352,377,524,581,38,129,328,1621,2460,107,232,233,749,1238,231,296,130,251,222,116,260,117.1381646,148.7713972,148.2463575,222.5976563,282.4962769,112.2645324,163.6546626,194.4666772,239.9232331,302.1370918,113.587218,168.0177975,200.4612174,262.6180615,291.6487238,115.1880254,153.8934312,228.4752056,304.9591023,298.0873955,0.03748948,0.05470297,0.05951183,0.00318657,0.01380162,0.03256376,0.15006579,0.25261342,0.01020733,0.02295683,0.02253939,0.06861038,0.12474378,0.02251996,0.02784395,0.01240681,0.02355939,0.02271991,0.01104168,0.02691515,279.5209207,669,60000
GM0353,572,1407,1809,329,222,138,4251,1399,350,168,132,1837,777,171,186,105,214,134,67,154,110.6157478,153.479587,146.2303366,208.3137261,244.5793253,117.0522369,144.9959704,200.3573353,277.8730444,296.4549592,116.5840689,154.3729026,203.5090199,288.9630512,279.8691818,119.165783,147.5313591,213.102266,268.3851017,292.2393595,0.04085377,0.09111709,0.12166082,0.02009466,0.01543766,0.01030292,0.29574457,0.10076141,0.02630107,0.01120267,0.00948373,0.12918463,0.05607549,0.01318525,0.01237537,0.00665675,0.01507611,0.00928167,0.00497909,0.01022527,221.3184946,1059,60000
GM0355,1621,2445,5846,2473,681,762,945,2442,956,1517,632,712,1061,1057,4106,330,253,173,305,1020,110.418021,172.3770188,211.7329488,250.4608979,258.692673,112.440605,156.7867793,175.7893191,206.419,272.1412584,114.082218,158.6306909,191.1599237,234.1889979,294.1990229,113.921003,160.940424,219.4367278,274.5740818,308.4971178,0.05109021,0.0826523,0.19747556,0.08785589,0.02274658,0.02425105,0.03265938,0.08187719,0.0325112,0.05311679,0.01991365,0.02475917,0.03629003,0.03742836,0.14361948,0.01094197,0.00879513,0.00654232,0.01065502,0.03481872,272.2658153,2942,60000
GM0356,1197,3355,6600,228,160,444,2604,8445,410,245,134,970,3439,254,291,87,200,179,55,90,108.2449355,133.7402836,195.6998294,266.7220925,246.1130062,110.7110926,132.7488885,194.5163995,214.2223685,243.251393,117.5005712,153.3696719,208.2864604,237.3433095,307.8945603,116.4381802,140.3514448,203.5579813,253.7463039,315.0689866,0.03668244,0.11153504,0.22948287,0.00749959,0.00524227,0.01366695,0.08727468,0.29207147,0.01363482,0.00754854,0.00420716,0.03248049,0.11982403,0.00837149,0.00928711,0.0027912,0.00658512,0.0066608,0.00182274,0.00333119,191.1563928,2491,60000
GM0358,1093,932,451,211,81,1392,1065,1765,543,204,831,585,990,553,530,355,378,376,356,522,118.6535984,169.3983541,172.5730863,232.7759121,278.858867,114.5305672,158.9816535,171.9114473,226.096592,301.3611861,116.8422274,160.6547857,191.6685928,248.7267763,302.8725787,115.8088157,157.0476128,221.896742,284.8316397,300.9050852,0.09066572,0.0711624,0.03596453,0.01704241,0.00689554,0.10939491,0.07487006,0.13074087,0.0452519,0.01694454,0.06591316,0.04204246,0.07354717,0.04322559,0.0379989,0.02819781,0.02695044,0.02664897,0.02283962,0.033703,226.7603757,1146,60000
GM0361,2366,4116,7565,2376,1875,862,3805,9766,1653,4511,504,1828,4167,876,2039,305,743,623,347,1161,118.505765,141.4155065,192.6102854,230.0588505,248.8430135,115.0740246,154.857478,189.3116429,239.4058495,275.6508484,118.3135319,163.7630016,203.9639451,251.1803959,300.6225363,118.7860012,149.0290891,214.7656874,274.6869594,293.9061935,0.04318525,0.07651879,0.15184591,0.04648821,0.03622623,0.0153454,0.07153725,0.19438196,0.03213625,0.09063582,0.00906496,0.0345198,0.08116183,0.01710706,0.04086858,0.00563975,0.01376863,0.01145497,0.00675724,0.02135611,248.466232,6349,60000
GM0362,3418,4589,8387,4899,106,1348,3874,3214,3458,1997,660,1423,1114,1321,1128,211,201,463,110,259,107.8032975,133.04204,203.3484564,244.3425131,218.7566599,112.7833614,166.8504504,188.8904247,233.8711166,269.068103,115.8865332,163.4576619,196.7663428,242.3653978,281.9904838,111.8011659,151.2927459,211.6426419,235.2422407,276.8403659,0.07523072,0.10313382,0.20612463,0.11426918,0.0027998,0.03008945,0.08724816,0.07911008,0.08706894,0.05039389,0.01472731,0.03252324,0.02736481,0.03183623,0.02892105,0.00467558,0.00462556,0.01098727,0.00273227,0.00613801,211.6660034,6294,60000
GM0363,56557,59539,62538,38155,173375,6591,13735,4335,7282,9497,1879,3527,1348,2042,3342,638,484,347,354,651,116.5481252,153.7851734,192.7702225,210.454243,463.0321913,115.9917459,144.0260607,186.9549541,216.895178,252.3954785,117.0065248,157.1485553,201.9161881,241.1668748,258.8814925,115.9468676,170.0487175,214.7911646,260.9210496,286.1295513,0.13718509,0.13686626,0.14275569,0.08189347,0.37203597,0.01585418,0.03329048,0.01151859,0.01547781,0.01951595,0.00456216,0.00856754,0.00348985,0.00440561,0.00696677,0.00158577,0.00109884,0.00071289,0.00077559,0.00144149,235.7377614,41037,60000
GM0370,101,118,148,2,36,195,297,316,172,33,286,175,261,223,212,174,166,187,148,766,118.4855827,112.5706686,208.3270798,118,252.8996107,117.0087513,166.9001777,178.9544759,198.875939,278.8401244,117.2552894,169.0342107,194.5163906,223.7302065,310.677133,115.2747227,148.4758661,216.7020947,278.629964,296.3082789,0.02737079,0.02800629,0.03994408,0.00057258,0.00932399,0.0503268,0.07251958,0.07582479,0.04065774,0.00847942,0.07446356,0.04369731,0.06148738,0.05322848,0.05483946,0.04404302,0.04044358,0.04707879,0.03691149,0.19078087,215.1733224,0,60000
GM0373,546,878,1680,438,461,44,935,1893,665,274,83,683,1364,731,680,294,586,728,773,1586,116.4056644,138.9975864,210.1653937,184.2693856,241.5338776,116.273434,156.5092354,169.1128038,201.2159843,256.3698614,121.1470266,159.6748488,192.3713134,226.7854189,297.2803767,115.8147537,152.5240846,216.6399829,275.714311,317.9707537,0.03432105,0.05801323,0.11046768,0.0279637,0.03027588,0.00310702,0.06142334,0.12271577,0.04469199,0.01692577,0.00602234,0.04474157,0.08915985,0.04653264,0.04399784,0.02157085,0.03859036,0.04787593,0.0500229,0.10158029,288.570757,5024,60000
GM0375,1328,2139,2007,2543,500,1175,1277,1160,1033,1514,405,567,517,530,1807,92,172,106,103,447,110.8794378,165.1279847,197.5498986,234.6949572,212.5619863,108.5498793,151.2775945,181.3431993,184.3540139,277.0723165,113.9353845,153.4735683,195.5041368,235.8237495,300.2684677,118.4760069,136.2342674,223.6648106,288.361049,308.5543328,0.06392447,0.11100804,0.10243182,0.13639822,0.02490212,0.0606304,0.06654797,0.05923801,0.05329896,0.07758012,0.02272018,0.02822499,0.02635978,0.02781119,0.09181359,0.00468842,0.00827851,0.00552774,0.00578428,0.02283119,272.9578886,2585,60000
GM0376,286,44,289,0,20,260,16,989,19,21,456,25,756,295,352,212,133,132,234,487,112.3282061,152.4690407,155.3542049,0,270.6206579,112.53552,136.8289897,182.2500549,210.3303091,239.1940271,115.2572197,162.9494382,188.6854173,221.1894855,289.1019293,111.414516,160.6906908,215.8398094,274.8737832,288.5851391,0.05364663,0.00985725,0.05656002,0,0.00443914,0.05054961,0.00340339,0.19651334,0.00394607,0.0043839,0.08735267,0.00498284,0.15430751,0.06041453,0.06874348,0.04093787,0.02617297,0.02666194,0.04535246,0.10177438,286.3560333,322,60000
GM0377,614,499,608,415,443,91,330,506,411,1312,114,323,443,599,1743,147,161,191,265,846,115.7850704,141.2501124,167.5327684,188.4721796,247.2825938,90.46031752,158.078598,180.6965115,239.4602696,273.4106332,113.6859501,161.0567117,204.6877973,256.8577468,301.6190432,107.8389572,171.5066686,205.0761753,270.8551471,317.8355927,0.05858324,0.04924273,0.06183967,0.03988071,0.04375333,0.01029541,0.03545774,0.05226736,0.04058205,0.12645424,0.01231211,0.0323504,0.04463667,0.05983875,0.17390579,0.01424801,0.01643528,0.01869492,0.02652666,0.08269493,317.6417874,1057,60000
GM0383,787,1155,1226,193,144,271,1368,2445,1149,363,311,900,1716,858,722,281,609,624,374,584,110.3332083,130.8697815,194.6977942,120.2685964,182.6869466,115.8864203,140.2215302,180.6078264,224.4481173,269.5160243,116.5096026,150.0929404,199.2044415,234.1215747,279.6083968,118.9792612,148.5682389,211.2325467,256.1775039,297.1618347,0.05472122,0.06997342,0.07234963,0.01229654,0.01013057,0.02094419,0.08263982,0.14290918,0.07142308,0.02136815,0.02525767,0.0550817,0.10241222,0.05447774,0.04516646,0.02141192,0.03847057,0.03797801,0.02325944,0.03772847,265.6877286,2184,60000
GM0384,2794,1692,3617,1065,104,471,1485,1491,375,185,185,663,492,166,79,59,36,20,20,20,115.9723991,147.9570558,180.5427043,257.8407433,245.9777867,115.8202905,150.5110345,194.8730614,172.4406607,240.0920446,118.1703243,159.8128187,196.0971171,183.8268988,270.6847702,118,182.1455949,243.502539,232.7020915,235.2257543,0.20016182,0.10633264,0.24038146,0.06669832,0.00742232,0.03366091,0.09412865,0.09917664,0.02443629,0.01210657,0.01374047,0.04173628,0.03271667,0.01047336,0.00504229,0.00449668,0.00272322,0.0015921,0.00141351,0.0015598,212.9869441,1757,60000
GM0385,485,686,543,4,87,575,2136,3137,1159,652,369,976,1601,580,542,194,394,325,148,517,101.840656,138.6112243,164.1501705,118,247.2661081,113.9684532,156.8318451,185.4450667,236.025914,282.2139824,118.9855433,166.5441715,197.8876166,236.7203403,290.3233149,117.2252171,146.7115432,212.7386411,270.0082814,300.3230395,0.03010219,0.04215427,0.03970639,0.00031369,0.00618926,0.03652335,0.13704943,0.20971185,0.07183946,0.04119289,0.02493576,0.06433174,0.10860282,0.03773059,0.03656381,0.0141188,0.02784988,0.02404428,0.01084279,0.03619675,245.0964525,1646,60000
GM0388,478,610,672,165,293,246,524,1572,247,904,253,395,708,184,874,108,252,86,21,255,130.2062511,135.8453214,191.5031186,183.7441663,204.0272803,117.5896219,149.429352,190.4082516,216.6435907,304.7877513,119.9907751,155.6150192,202.8327864,207.3276434,307.9763093,116.3928489,151.3338451,221.0987821,202.7992234,312.714542,0.05518984,0.06190945,0.08370548,0.0199908,0.03246769,0.02675342,0.06265085,0.1826656,0.02495748,0.09982499,0.02946868,0.0481376,0.07999911,0.01774619,0.09568758,0.01262015,0.0283176,0.00919475,0.00212827,0.02658447,300.1481301,801,60000
GM0392,4771,5410,10193,5365,11372,1468,2890,2960,2191,21959,470,953,1039,811,4211,42,132,46,83,338,114.3111499,149.1429141,206.0953302,219.5795838,255.1329447,111.5078414,153.2280206,177.7939727,233.8147456,260.5798622,116.708324,158.9510516,198.7700916,248.5972085,287.4431124,113.3191268,135.155072,248.8681826,247.5412096,315.3860289,0.05780192,0.06795048,0.13375123,0.07171611,0.14582154,0.01806811,0.03717486,0.03970037,0.02872398,0.29330093,0.00588823,0.01208299,0.01381247,0.01052346,0.05552523,0.00056108,0.00158103,0.00059536,0.00101122,0.0044094,273.7754051,8580,60000
GM0394,3626,6941,3814,1173,302,2590,13092,10345,1951,795,1506,5024,4126,1410,2570,804,1441,1022,518,1093,126.6562548,158.8702702,169.4927193,250.36172,282.5174371,116.8093399,147.0595536,193.2815562,237.9933296,288.2526484,119.961531,154.4809511,211.6049314,259.3314626,301.4891867,117.2718688,145.7073386,220.1767024,283.8705216,300.6111858,0.0546532,0.10707789,0.05912749,0.01839243,0.00475148,0.03920005,0.20574201,0.16219772,0.03087817,0.01301306,0.0231289,0.0787683,0.06505879,0.02229968,0.04003346,0.01208426,0.02218669,0.01615974,0.00820988,0.0170368,186.6830653,8613,60000
GM0396,1579,1089,2099,966,22,1205,2127,2233,1604,89,483,896,1063,853,166,150,314,333,134,158,132.9853025,155.8898539,181.269087,232.8685731,300.3110151,118.9440136,164.8204901,198.6702818,209.2020178,264.2776506,120.8275204,165.2041703,214.6553974,236.3678976,282.7208979,130.7561917,147.0542494,222.955203,266.1080784,279.4789722,0.10196204,0.06110622,0.11511409,0.05351004,0.00165634,0.07561701,0.12194365,0.12048055,0.08434131,0.00626911,0.03033898,0.05253413,0.0564916,0.04580382,0.01072796,0.0096217,0.01802127,0.01758876,0.00724418,0.00962724,244.7963825,2617,60000
GM0397,913,1058,1277,503,446,156,584,912,780,2160,72,230,446,571,1929,38,23,73,84,357,116.237165,164.6593789,261.5751051,240.6815645,261.873789,114.5344052,176.9200875,191.5773138,220.1529202,279.727119,119.9608581,176.8727594,211.1946041,248.1918724,302.8709509,112.1352353,167.4004752,219.8607941,271.5453255,302.2061284,0.07439186,0.08523781,0.1008113,0.04342514,0.03742972,0.01363234,0.0449074,0.07148418,0.06073768,0.16728696,0.00713309,0.01851023,0.03489758,0.04378881,0.1513322,0.00307606,0.00190361,0.00594346,0.00632622,0.02774435,310.0021719,1780,60000
GM0398,2099,2268,835,68,27,1395,3503,6059,164,8,1090,1498,2199,232,89,573,813,401,282,388,115.498387,128.4317206,142.8554792,199.6239541,309.9002938,116.0707751,132.7601,186.2066576,166.590381,358,118.3394151,147.5117851,202.2101514,247.6052097,265.1816412,116.255993,150.6164766,217.9720248,271.2890552,294.9312487,0.08533495,0.09380823,0.03490053,0.00254146,0.00122045,0.05620217,0.14707604,0.25176967,0.00706604,0.00027801,0.04270565,0.06617263,0.0933805,0.00960272,0.00365423,0.02302937,0.03541439,0.01688815,0.01212411,0.0168307,204.1597664,0,60000
GM0399,861,1057,633,54,60,186,649,1455,571,96,228,409,1041,724,603,199,300,364,374,910,98.24882281,126.9458821,163.8131008,216.869297,248.7356207,108.3603125,156.771382,188.1722264,236.2924174,295.0016514,113.2525779,160.1537123,200.6853033,243.3110239,295.023929,116.3746172,142.7041892,224.3685941,267.9449789,298.595955,0.08433228,0.10100102,0.05866961,0.00528314,0.00561544,0.01921762,0.05601246,0.12861932,0.05128492,0.00967839,0.02406648,0.03345652,0.0882699,0.07139344,0.06169044,0.02013364,0.02538438,0.0312962,0.0368074,0.0877874,302.2550333,1370,60000
GM0400,1025,1244,2831,1972,299,294,1379,4966,3248,3822,279,1030,1754,1241,1353,139,645,362,153,186,123.4855924,164.7298591,161.4620448,207.6250648,223.6587763,113.1425574,167.2398834,174.7650173,180.8727896,271.429393,110.5745641,155.8393505,193.2044071,202.207997,286.6327944,106.7504173,139.4291029,225.9018426,269.2034421,327.0143935,0.03273932,0.04031307,0.09014134,0.0637557,0.01001557,0.00947456,0.0513284,0.19432128,0.11814829,0.12909821,0.00888171,0.03770835,0.06610276,0.04519936,0.04727894,0.00486987,0.02525839,0.01399109,0.00544684,0.00592695,272.7215475,5588,60000
GM0402,2075,4046,3828,5073,2072,708,643,2513,2317,8093,325,327,1048,1073,6854,97,105,198,277,1012,119.1468855,158.7909796,177.2625518,236.9287102,259.5277637,114.8783422,145.2647035,177.1340436,208.5217279,255.8076353,115.1807893,151.6637342,191.9900305,231.7153879,285.6558104,111.7443751,150.224613,208.7429199,285.2067579,301.4304404,0.04602913,0.09065416,0.09115189,0.12361904,0.04556024,0.01560418,0.014093,0.06164401,0.05587056,0.19145686,0.00718919,0.0069028,0.0246933,0.02551846,0.16061407,0.00205612,0.00234836,0.00484492,0.00625449,0.02389522,250.6421733,5286,60000
GM0405,1192,3539,3440,412,588,1180,4064,7573,588,1483,850,1958,3108,429,677,419,1030,261,142,356,117.37834,130.9019047,175.8563546,149.4993377,240.7443492,109.0693182,161.7850736,180.3550546,210.8551083,283.5835918,115.833069,163.9906363,194.92788,244.1728983,299.6706119,116.8309749,148.3834837,217.5637328,292.6997696,291.0670053,0.0347693,0.1065054,0.10448322,0.01214665,0.01705322,0.03634276,0.12212039,0.22475917,0.01858667,0.04424276,0.02699495,0.05840424,0.0934197,0.01384804,0.01964979,0.01205397,0.03138811,0.00811152,0.00422679,0.01089335,249.4577889,2309,60000
GM0406,949,2023,1953,130,163,136,955,5102,1018,422,82,580,2163,1150,1073,63,232,161,243,358,122.4105356,185.4308092,195.1369903,288.5187127,243.6400182,122.3267425,159.4998927,199.6330338,206.5780893,250.2741162,132.0014487,160.62652,207.7038203,236.5845819,281.039988,108.0964161,153.9840148,222.3066734,273.0316597,302.5594332,0.04535142,0.1201183,0.10641839,0.00771252,0.00759748,0.00770328,0.06176459,0.25187737,0.04954673,0.02181489,0.00398249,0.03798136,0.10775579,0.056498,0.05628465,0.0027383,0.01520232,0.00799538,0.01314505,0.01851169,236.822294,1482,60000
GM0415,291,148,191,54,21,205,357,1183,485,7,114,193,489,287,77,133,158,165,96,235,102.4944501,142.05983,162.3293274,292.5066538,256.270618,117.5558544,158.9120126,199.6075719,168.0133062,213.7706429,114.4285884,165.4581969,219.4983663,229.0848384,273.3735543,110.8039727,152.5341523,216.0098364,264.4241395,293.8809476,0.06066418,0.03249719,0.03626504,0.0109746,0.00414223,0.04230165,0.07027439,0.24589406,0.09956296,0.0018432,0.02354698,0.03877764,0.09977547,0.05921677,0.01542125,0.02769705,0.03234786,0.03238754,0.02033731,0.04607263,253.141878,660,60000
