geo_id,present_number_of_apartments_2005_present,present_number_of_apartments_1985_2004,present_number_of_apartments_1965_1984,present_number_of_apartments_1945_1964,present_number_of_apartments_before_1945,present_number_of_terraced_houses_2005_present,present_number_of_terraced_houses_1985_2004,present_number_of_terraced_houses_1965_1984,present_number_of_terraced_houses_1945_1964,present_number_of_terraced_houses_before_1945,present_number_of_semi_detached_houses_2005_present,present_number_of_semi_detached_houses_1985_2004,present_number_of_semi_detached_houses_1965_1984,present_number_of_semi_detached_houses_1945_1964,present_number_of_semi_detached_houses_before_1945,present_number_of_detached_houses_2005_present,present_number_of_detached_houses_1985_2004,present_number_of_detached_houses_1965_1984,present_number_of_detached_houses_1945_1964,present_number_of_detached_houses_before_1945,typical_useful_demand_for_space_heating_apartments_2005_present,typical_useful_demand_for_space_heating_apartments_1985_2004,typical_useful_demand_for_space_heating_apartments_1965_1984,typical_useful_demand_for_space_heating_apartments_1945_1964,typical_useful_demand_for_space_heating_apartments_before_1945,typical_useful_demand_for_space_heating_terraced_houses_2005_present,typical_useful_demand_for_space_heating_terraced_houses_1985_2004,typical_useful_demand_for_space_heating_terraced_houses_1965_1984,typical_useful_demand_for_space_heating_terraced_houses_1945_1964,typical_useful_demand_for_space_heating_terraced_houses_before_1945,typical_useful_demand_for_space_heating_semi_detached_houses_2005_present,typical_useful_demand_for_space_heating_semi_detached_houses_1985_2004,typical_useful_demand_for_space_heating_semi_detached_houses_1965_1984,typical_useful_demand_for_space_heating_semi_detached_houses_1945_1964,typical_useful_demand_for_space_heating_semi_detached_houses_before_1945,typical_useful_demand_for_space_heating_detached_houses_2005_present,typical_useful_demand_for_space_heating_detached_houses_1985_2004,typical_useful_demand_for_space_heating_detached_houses_1965_1984,typical_useful_demand_for_space_heating_detached_houses_1945_1964,typical_useful_demand_for_space_heating_detached_houses_before_1945,present_share_of_apartments_2005_present_in_useful_demand_for_space_heating,present_share_of_apartments_1985_2004_in_useful_demand_for_space_heating,present_share_of_apartments_1965_1984_in_useful_demand_for_space_heating,present_share_of_apartments_1945_1964_in_useful_demand_for_space_heating,present_share_of_apartments_before_1945_in_useful_demand_for_space_heating,present_share_of_terraced_houses_2005_present_in_useful_demand_for_space_heating,present_share_of_terraced_houses_1985_2004_in_useful_demand_for_space_heating,present_share_of_terraced_houses_1965_1984_in_useful_demand_for_space_heating,present_share_of_terraced_houses_1945_1964_in_useful_demand_for_space_heating,present_share_of_terraced_houses_before_1945_in_useful_demand_for_space_heating,present_share_of_semi_detached_houses_2005_present_in_useful_demand_for_space_heating,present_share_of_semi_detached_houses_1985_2004_in_useful_demand_for_space_heating,present_share_of_semi_detached_houses_1965_1984_in_useful_demand_for_space_heating,present_share_of_semi_detached_houses_1945_1964_in_useful_demand_for_space_heating,present_share_of_semi_detached_houses_before_1945_in_useful_demand_for_space_heating,present_share_of_detached_houses_2005_present_in_useful_demand_for_space_heating,present_share_of_detached_houses_1985_2004_in_useful_demand_for_space_heating,present_share_of_detached_houses_1965_1984_in_useful_demand_for_space_heating,present_share_of_detached_houses_1945_1964_in_useful_demand_for_space_heating,present_share_of_detached_houses_before_1945_in_useful_demand_for_space_heating,typical_useful_demand_for_space_heating_buildings_present,present_number_of_buildings,interconnector_capacity
GM0177,391,814,456,121,273,422,1200,2179,259,43,553,1431,2495,591,418,526,1159,1033,646,983,115.2506275,154.4088119,174.2193706,258.7409268,272.566524,115.2286008,158.6458423,173.3594158,187.599156,320.3233777,114.3515973,166.3101829,195.4763258,218.2632736,300.0242988,117.5405943,149.2718528,217.89696,296.0936557,310.2336005,0.02794546,0.04930208,0.02942067,0.00768964,0.01891297,0.02877338,0.07450776,0.13028816,0.01585299,0.00267385,0.04054502,0.08808089,0.15318559,0.03572044,0.02586677,0.03848573,0.07070136,0.06418454,0.03777235,0.06009035,245.3408922,1661,60000
GM0180,151,162,93,94,349,156,267,365,14,25,331,470,560,226,215,228,594,627,386,589,117.4060627,136.5167821,191.0187379,315.76497,261.5878282,114.2341245,156.6207802,153.1159224,294.1626374,298.4009268,113.4269695,162.7545092,194.123205,233.9856146,284.344181,118.7037296,155.8880178,233.9091356,281.0046931,315.1075812,0.020287,0.02551889,0.01615986,0.01505464,0.05790826,0.02135739,0.04682771,0.06442086,0.00253301,0.00457802,0.04496507,0.07958411,0.09962963,0.04209252,0.0358246,0.03300154,0.1052203,0.11109828,0.06985896,0.10407935,244.4916305,746,60000
GM0183,553,641,321,268,245,100,162,466,62,15,278,697,904,309,138,556,1163,849,489,338,110.0660652,118.7503183,171.5807261,252.0806922,301.0398138,109.4254767,143.7228163,173.2905247,230.0248133,186.7662388,118.8160283,158.0819231,204.3410718,256.5001138,342.0534384,117.9362672,154.7520163,225.5523366,292.2425477,309.6803887,0.05946211,0.07695433,0.03745195,0.03290236,0.02837161,0.01013876,0.02070806,0.05603644,0.00705578,0.00177768,0.03117866,0.08403661,0.10414295,0.03657301,0.01602912,0.06082045,0.13481699,0.10153904,0.05998559,0.0400185,266.5765218,535,60000
GM0184,536,264,111,4,10,473,909,752,372,258,450,939,582,319,169,82,195,105,85,31,117.0668167,144.7700355,198.8955677,291.5,185.6393939,111.0885255,160.0136994,195.1657132,235.5669212,283.19165,116.9175784,156.5689458,205.9559566,248.3463916,310.9385736,112.3062617,147.3251518,202.3726747,297.75595,281.7516655,0.07511769,0.03784022,0.01698585,0.00049421,0.0015937,0.06240782,0.14187325,0.11564992,0.06004139,0.0414075,0.0632142,0.14764155,0.0932878,0.04613185,0.02832219,0.01078821,0.02742054,0.01494781,0.01054942,0.00428488,228.0092439,677,60000
GM0189,503,460,216,78,102,215,490,798,222,30,249,783,1645,647,311,416,841,852,383,633,123.7531877,153.4321253,177.786084,297.7779016,266.4157774,115.0697219,156.3961451,178.0421421,247.4860208,298.0827744,117.6671863,164.1256727,194.5982567,259.7359717,307.5351012,117.920233,154.1331582,214.6674612,261.678857,306.8401755,0.05085719,0.04748012,0.02136448,0.00801828,0.01023376,0.02012262,0.04623242,0.07800978,0.02587154,0.00346874,0.02533308,0.07265213,0.16329915,0.07316449,0.03310254,0.04444209,0.08363623,0.08291672,0.04399278,0.06580186,280.7670032,1420,60000
GM0193,3797,5458,5990,3079,2143,3594,6973,6723,1695,4938,1632,3089,3588,1156,1636,693,887,605,341,609,116.0918225,157.3531526,186.9558949,183.9193329,248.5854076,112.4551674,152.5121614,186.1346389,196.4251676,260.8327588,116.1121771,162.2451587,193.4934999,215.8225475,292.6088085,116.1985384,152.9299112,203.5517054,275.8768299,288.9612872,0.06295804,0.09392286,0.10322258,0.05182624,0.03554907,0.05945399,0.11918973,0.11634659,0.02940471,0.08461938,0.02665207,0.05306056,0.06217625,0.01998177,0.02743013,0.01164518,0.01508611,0.01072042,0.00598084,0.01077348,222.814743,6368,60000
GM0197,560,681,237,96,455,96,402,1516,500,102,260,820,1454,905,797,270,603,580,487,1154,123.3661551,159.0338186,198.1036309,237.5175914,268.7830332,114.1157457,175.3366438,200.8263862,246.2211717,322.1469181,119.3484799,176.3238322,213.6040837,264.3476581,307.8234456,114.4650985,154.3637561,223.7918434,287.9235977,314.4910244,0.04419418,0.05759325,0.02025034,0.0088343,0.0404529,0.00858954,0.02659552,0.12190507,0.04318317,0.00860222,0.02204183,0.0561894,0.11779314,0.08155995,0.0730157,0.02519937,0.0506383,0.04860453,0.04361496,0.10114233,267.7328785,1073,60000
GM0200,3315,5563,7884,3680,696,2482,5295,10990,2515,532,1788,3378,6068,2418,4108,1224,1757,1729,1361,6567,102.2698087,147.7429581,155.999345,209.6614567,244.5006445,110.075378,142.6184447,172.6028596,180.5571798,194.2579777,114.605766,155.7401064,191.2668249,219.2219567,286.3766081,116.5198586,153.0209894,217.6790083,276.6203919,308.9330472,0.04499764,0.07326502,0.1094974,0.05351992,0.00929429,0.03231521,0.07311489,0.14848431,0.03451709,0.00680411,0.02335745,0.04622602,0.08195759,0.03278541,0.05672757,0.01637474,0.02356483,0.02353357,0.01917827,0.09048467,238.1793798,8958,60000
GM0202,4411,6235,10195,6305,9546,3596,5096,7297,3691,5347,2236,2331,2917,1935,3572,551,295,372,434,536,113.4655391,147.5594285,184.1832879,220.9367359,246.715612,114.8730325,152.7387542,185.5026454,189.052785,246.3832037,116.8382101,160.0785784,201.4907163,215.0720189,281.7270237,117.1600332,151.9958832,208.3394821,248.2502394,286.4371676,0.05558865,0.08126213,0.13255828,0.08157656,0.12377558,0.04481802,0.06748156,0.09668325,0.04797213,0.07083047,0.02824864,0.03078711,0.03787389,0.02580527,0.04618843,0.00693824,0.00379943,0.00478524,0.0057354,0.00729172,262.4037534,7227,60000
GM0203,1554,1963,635,219,355,2086,2214,2261,608,64,1237,1679,1856,862,471,585,1012,1230,870,1074,112.7206505,158.5334668,182.543789,216.1973808,256.135061,115.4977254,163.3388091,164.8875403,165.9151875,284.7768532,118.0084916,164.840169,191.8414739,208.1801736,299.3621208,122.0596642,160.856108,224.853301,276.4034444,294.5615035,0.0686193,0.0870742,0.02838414,0.01000524,0.01641972,0.09149067,0.09605525,0.09807256,0.02655276,0.00285612,0.05373343,0.07417235,0.07970997,0.03829141,0.02097065,0.02560268,0.04447647,0.0526916,0.03761935,0.04720213,228.0973798,5413,60000
GM0209,486,766,341,14,55,426,897,2150,189,13,398,1222,1600,290,153,315,687,438,249,444,114.9408981,150.1631381,153.3235369,207.53125,326.1833746,111.4960559,177.9567029,180.0113742,256.2384329,315.8292732,117.6930401,175.4068006,198.5150986,243.2684987,306.3427501,117.5824908,149.6421165,220.6490119,282.6963975,309.1005031,0.04641162,0.06770137,0.02856679,0.00116618,0.00488864,0.03643536,0.08062892,0.19516603,0.01569553,0.00159545,0.03649875,0.10998842,0.14424806,0.02483943,0.01474766,0.03010203,0.06431322,0.03705357,0.02126871,0.03868426,241.278039,1053,60000
GM0213,369,333,106,155,127,225,554,1314,531,34,249,666,1028,790,585,153,421,479,223,989,106.4350096,140.4918215,188.885401,195.4067513,303.4487399,103.9319974,158.3494085,162.4394235,218.7599055,298.7601026,113.8885315,165.0683283,183.1274835,238.6740081,309.0411788,117.1887136,161.6631488,217.3438692,276.6717222,308.7550873,0.0378475,0.03596027,0.01065811,0.01534849,0.01379042,0.0239878,0.06416333,0.13588477,0.05757131,0.00402234,0.02665967,0.07466963,0.10571488,0.08435402,0.06652599,0.0164849,0.04577356,0.05151255,0.02354234,0.10552812,295.870078,1440,60000
GM0214,322,200,67,35,138,466,570,936,237,99,415,903,1310,538,410,350,1083,842,475,1404,104.9463993,149.6611993,211.3858201,274.6013639,324.5467795,111.3804659,169.3256209,198.1420753,239.7044566,286.091967,113.8981055,165.9904583,213.2263751,268.835096,294.239975,121.3598726,161.6258416,222.5618151,274.600616,303.0297773,0.02880467,0.01916259,0.00586322,0.0031996,0.01123474,0.04822585,0.04981452,0.08462771,0.0203726,0.00771501,0.04274279,0.07950805,0.11475843,0.04517131,0.03597193,0.03419968,0.10488876,0.07863343,0.04649487,0.13861024,279.203675,1011,60000
GM0216,893,800,861,116,369,644,1535,1811,422,713,476,1101,1149,325,330,135,414,178,114,159,120.3416102,168.8514745,195.6430788,235.4864437,247.5615145,113.8493465,150.972734,182.790272,232.1138365,279.7442361,116.4164091,156.2034566,192.1550397,239.9750313,291.1692514,116.4092943,145.1852085,206.3325793,266.8519148,330.8361587,0.0738771,0.06044771,0.0712469,0.00870796,0.03054607,0.0550496,0.12094238,0.14213179,0.03098344,0.05571879,0.04119905,0.0874647,0.08997431,0.02426383,0.02578684,0.01220908,0.03416074,0.01401876,0.00920638,0.01206457,225.2161998,1279,60000
GM0221,443,238,236,68,124,84,379,797,540,363,94,289,617,317,242,19,239,60,46,61,116.3363811,150.5368157,178.252887,178.1957667,221.0159917,97.35151161,143.2793799,157.9480735,168.3061371,294.1715729,104.7781995,152.979737,178.6396336,200.6501471,306.7236666,104.8237455,148.9595053,217.7501468,233.5332674,325.0502199,0.09172354,0.04204543,0.04877412,0.01273151,0.02365503,0.01468015,0.07101393,0.14557479,0.10301666,0.07357297,0.01687206,0.05352605,0.11129626,0.06132503,0.05011187,0.00247071,0.04510285,0.01090624,0.01033187,0.01126893,287.5745561,492,60000
GM0222,1134,1954,2099,820,243,664,2500,3649,1106,156,663,1780,2745,1270,1166,443,1027,929,593,1204,118.8172085,150.1358618,197.1899711,270.7096179,276.5317512,110.0413318,148.0595189,181.5871635,189.4958377,282.7330423,112.9826599,158.1007374,197.9371204,228.5707777,286.2429132,116.0862729,145.8509398,215.5410665,289.2475269,311.1632348,0.04320763,0.07500476,0.08095595,0.03114514,0.00936369,0.02394009,0.09793452,0.14088485,0.04126992,0.00580082,0.02386579,0.06905052,0.10503314,0.04822279,0.04494925,0.01626997,0.03934244,0.03556266,0.02274421,0.04545186,245.6300612,2649,60000
GM0225,620,286,306,12,180,317,638,985,259,21,256,894,949,472,148,232,463,384,201,499,118.0881681,114.65519,230.7991029,0,252.2741922,113.7869413,153.9441167,179.2395287,193.7262357,312.8411837,119.4064289,157.0385203,192.8378991,233.7471035,288.8120752,116.9322891,152.6059924,217.0428471,300.7595928,302.9154682,0.07267895,0.03885039,0.03902898,0.00150706,0.02343846,0.03419011,0.08395253,0.12131814,0.03173472,0.00236559,0.02762845,0.11514236,0.11930636,0.05919471,0.0180314,0.02441683,0.0554804,0.04754807,0.02353535,0.06065114,271.8406132,542,60000
GM0226,258,921,206,8,36,329,2837,1466,101,2,325,1704,860,203,55,154,580,249,209,234,118.7806991,155.287169,173.5039755,249.6808511,199.8701336,122.3683399,152.5736538,200.8055923,263.2482131,235.8101869,120.4987108,155.7058459,205.6374488,223.7988681,321.8745786,116.9650526,138.9160174,217.1504969,285.0610646,288.2416119,0.02810782,0.08107901,0.02174038,0.0008225,0.00377343,0.03360951,0.25636581,0.13888759,0.0096333,0.00029379,0.03246933,0.15335552,0.08099701,0.01829368,0.00472471,0.01489175,0.05721372,0.02298217,0.01908952,0.02166945,216.8326372,680,60000
GM0228,3453,3924,4736,1866,1044,2321,5625,4706,1521,203,1511,2738,2859,2503,1371,941,1695,1882,1561,2620,121.2210757,168.6396078,200.875435,258.5534173,205.3351562,115.7095181,167.7936468,196.3352342,239.6213066,234.4993732,116.7097109,164.7402481,208.5339102,248.0543303,287.2625459,116.0732995,154.7976418,221.4737746,276.2883249,295.3109667,0.06826514,0.07887758,0.10065301,0.03892479,0.0205343,0.04411279,0.11063115,0.0969577,0.03351729,0.00469702,0.02865532,0.05494434,0.05853955,0.0533396,0.02984815,0.01793239,0.03477658,0.03778015,0.03208198,0.05493117,230.0167978,5856,60000
GM0230,363,455,124,74,301,320,615,1479,522,304,276,584,1159,768,182,200,360,506,406,370,104.7408924,151.4309831,160.6058566,226.240496,299.7904816,110.7440637,148.7701742,177.75589,240.3946525,283.3787439,116.084768,160.6908882,195.195396,234.319304,294.1333427,117.7432143,154.7474234,216.1338969,287.8850356,299.070631,0.03439199,0.04846563,0.01427761,0.008042,0.03155905,0.03458512,0.06371828,0.16247672,0.05343621,0.03391997,0.02796617,0.06165994,0.12425365,0.0797107,0.02190321,0.02095304,0.0383808,0.05261042,0.04662793,0.04106156,256.7358405,1361,60000
GM0232,577,882,988,286,216,330,533,2141,567,26,282,596,1570,629,329,353,659,1001,740,1922,115.2345629,145.4995174,166.3601009,208.8649084,272.4115097,107.6900934,158.2027096,179.4564503,175.6907597,313.8046149,114.6856324,160.8328085,201.0879397,216.234088,302.2514101,118.4883028,160.7420438,221.4621972,275.8018617,307.300765,0.03939067,0.06593849,0.06689368,0.01818054,0.01428021,0.02404713,0.04247469,0.14017151,0.0382147,0.00162653,0.01928304,0.04679522,0.10217006,0.03986027,0.02386388,0.02538065,0.04777304,0.06187306,0.04963491,0.13214772,282.9084694,2134,60000
GM0233,811,607,653,212,183,299,623,1719,319,27,272,596,1336,586,294,237,452,674,590,671,113.9101231,152.1683276,167.8806191,237.4238972,231.5201786,113.89016,161.818143,181.3636013,194.2718185,263.0533138,117.7472032,162.2231514,189.6378894,218.5988021,288.7761963,124.779818,159.6552319,210.4225813,268.4794996,294.4659025,0.07716803,0.05349125,0.05784725,0.02086018,0.01516998,0.02807739,0.05314031,0.15221911,0.02817867,0.0026506,0.02432053,0.05241793,0.11740796,0.05361425,0.02695819,0.02262587,0.04020361,0.0600981,0.05337362,0.06017717,253.7446928,3855,60000
GM0243,1419,2364,1781,227,352,1383,1812,2583,1571,428,876,945,1149,1169,419,317,643,222,226,343,124.0216261,159.854394,202.7881928,238.5068515,253.9356336,115.1618947,158.9910965,190.1051524,207.0354485,269.8209673,116.0359707,157.1851174,197.4763606,233.7870124,289.8572661,115.2230785,155.2054589,205.1765386,277.5127138,310.225286,0.07214786,0.11918552,0.08183062,0.011245,0.01677634,0.06772201,0.09131713,0.12780187,0.07731219,0.02156247,0.04419832,0.04869485,0.05745445,0.05760839,0.01875025,0.01667541,0.03144199,0.01093897,0.01098166,0.0163547,247.1257684,2277,60000
GM0244,149,184,95,240,111,133,250,680,325,226,135,244,557,358,281,146,188,293,236,409,104.0478734,120.0335942,144.7212917,162.3665452,263.3375508,100.0550766,157.7370409,164.213831,224.8696395,282.5725,112.7373541,156.6845322,173.2340188,244.113657,310.7023551,114.1844902,147.5372621,213.0519572,279.4997887,307.7539096,0.030737,0.03212921,0.01880001,0.04756253,0.02090363,0.02466412,0.04882807,0.13359482,0.06326647,0.04407958,0.02374441,0.04634894,0.10699331,0.06805899,0.05386399,0.02508861,0.03571259,0.05635351,0.04237027,0.07689994,274.2817932,640,60000
GM0246,346,391,271,45,202,234,328,755,168,11,284,422,784,489,184,241,465,609,590,1091,109.9116498,142.7392691,167.2237779,207.0532201,295.1861017,107.0411702,157.5160871,172.8856788,198.0136798,346.7261146,116.2644801,164.4785232,196.3671874,227.2566145,299.9246468,120.2726632,156.5068042,226.5011907,278.2943876,304.5040611,0.04341383,0.04854734,0.03338834,0.00511525,0.02616338,0.02880232,0.04064913,0.09590666,0.01826378,0.00161561,0.03457877,0.05597317,0.10009472,0.06141989,0.0246308,0.02767632,0.05941493,0.07670982,0.07481099,0.14282495,262.2823602,610,60000
GM0252,152,829,196,12,39,157,702,1080,72,7,158,793,1001,187,133,134,554,524,220,271,107.5875906,145.5451847,142.0090385,236.3510393,226.790507,116.4080151,157.2086525,176.9062884,204.5340502,358,119.8189402,156.4335736,194.4587434,246.0895133,300.4680137,114.58496,154.9986757,215.6969435,260.589071,317.5272027,0.02232898,0.10732145,0.02843074,0.00163707,0.00582407,0.0268025,0.08813162,0.15372351,0.01112808,0.00117806,0.02730123,0.10073788,0.14269841,0.02879817,0.0173354,0.02294872,0.07097681,0.07288163,0.03210209,0.03771358,206.6340037,663,60000
GM0262,594,747,334,169,457,289,596,1485,450,85,485,899,1546,801,773,550,735,1027,824,2198,120.9585724,155.4723661,196.8859999,265.4970865,246.1142869,112.8133374,153.7994417,202.5059455,184.4709749,263.3149909,114.9113347,166.2455675,211.7481981,230.9749825,300.6056257,115.6946762,151.5447616,224.7697884,276.7567802,284.803269,0.03966071,0.05102161,0.02301991,0.01103405,0.02976287,0.02106026,0.04334333,0.09542032,0.03067546,0.00561748,0.03625547,0.06122912,0.10125121,0.05238009,0.05022682,0.04048653,0.04975612,0.06479136,0.05113976,0.14186752,241.02234,2769,60000
GM0263,348,308,91,35,57,437,591,932,314,60,381,893,1149,731,245,287,966,816,773,687,100.043167,146.8487817,164.9534884,228.8791508,248.570065,115.6415014,147.168056,178.218476,205.7562286,251.8021798,116.6259119,155.3716572,196.6511971,259.8148862,307.8780984,116.5889545,155.1898445,227.8528697,286.6216793,310.1971966,0.03401124,0.02778745,0.00833234,0.00323891,0.00550262,0.04626873,0.05936248,0.09510259,0.03226614,0.00542192,0.03809536,0.08819851,0.11495932,0.07023313,0.02328791,0.02838676,0.09745242,0.08037747,0.07560143,0.06611327,231.4826165,679,60000
GM0267,831,1010,576,252,200,971,1750,2840,607,337,751,1281,1885,799,470,383,667,673,424,623,116.5074418,146.6178213,168.3913549,220.9691436,290.2922815,116.3069093,150.5328224,193.9791016,209.4351964,267.4058226,116.932038,159.8982453,205.3767939,236.5114769,295.9005279,115.1320788,149.8217511,216.5256115,283.8839673,308.078794,0.05714355,0.0564133,0.0335043,0.01417335,0.01337722,0.06759643,0.0946018,0.15850996,0.0339075,0.01997395,0.05401002,0.0688599,0.10323343,0.04412172,0.02641582,0.02671067,0.03698022,0.03491773,0.02180213,0.033747,235.9563344,1979,60000
GM0268,7239,6217,11281,5467,6297,4044,3713,9739,5362,5934,1942,1777,3801,3192,3560,409,456,324,295,696,126.2330455,158.6842795,177.3378709,229.5398516,243.7792792,112.4937454,140.3680877,176.4136906,187.7795565,261.4956908,114.9912631,150.1814852,192.608839,217.7434722,285.7689251,115.7243384,145.6725941,221.1655466,282.8374362,307.7451094,0.08316343,0.07550243,0.1421984,0.06837858,0.07606436,0.04606999,0.04436423,0.12023721,0.068269,0.07476996,0.02221763,0.02140993,0.04677584,0.04028922,0.04409398,0.00462652,0.00546164,0.003927,0.0035378,0.00864285,252.8368008,9140,60000
GM0269,394,255,121,143,382,350,509,1080,475,18,359,781,902,524,274,298,609,556,537,736,115.007992,139.4186437,194.8098597,261.5880396,236.2751832,111.4694224,149.0695859,157.2301318,173.7423263,294.6536011,111.9033029,160.0399918,183.3239001,245.8900349,316.1397456,113.0856212,149.0176786,226.7684502,282.3142426,295.6157786,0.04140813,0.02520594,0.01263479,0.0141529,0.03935678,0.0406993,0.05729537,0.12152342,0.05345606,0.00160178,0.03964196,0.08391366,0.09913598,0.0549067,0.02615517,0.03174208,0.06631445,0.05880228,0.05797326,0.07407999,276.2810489,1120,60000
GM0273,698,255,223,42,87,419,633,1002,312,18,361,566,1179,551,260,358,670,728,546,821,117.7059252,154.2776445,199.0498437,252.6642523,286.8685738,113.6992597,172.6024286,208.7740877,238.4746416,282.8202397,114.5082811,162.9537144,219.5972097,262.0999962,295.6581353,116.8128562,152.9341162,216.119308,282.5585205,308.7130325,0.06964806,0.02716486,0.02353169,0.00465733,0.00906711,0.04200277,0.06287005,0.10349738,0.03287038,0.00186717,0.03733837,0.05929284,0.12486262,0.05652754,0.02712671,0.03481696,0.06757487,0.07352031,0.05570573,0.08605725,255.030735,2464,60000
GM0274,634,522,2049,933,205,262,368,1134,774,422,178,499,1140,1496,1851,125,266,467,615,1015,120.6916808,147.0305721,214.3511939,225.0298392,263.3598736,117.0149908,151.7832271,190.806662,213.7140247,250.4504987,116.0794613,155.7537515,208.9211411,246.7664085,285.6088075,110.1883875,150.3194611,211.9548399,278.5722658,296.3410755,0.04472774,0.03471572,0.13466465,0.06409228,0.01420989,0.01895497,0.02445135,0.07489232,0.05063299,0.02788237,0.01290457,0.03272416,0.07602171,0.09988668,0.12277685,0.00888402,0.01812498,0.03144664,0.0409501,0.06705601,301.0846425,1469,60000
GM0275,628,1265,2518,604,403,236,488,2165,2415,578,322,555,1867,2046,3014,101,197,452,304,1002,118.7617102,169.3591018,205.2173574,266.2316006,261.0926796,117.154908,160.8950321,186.5056182,217.6767907,276.3809899,116.6006029,165.4079523,203.2184468,236.1822532,293.9867197,115.9072442,150.1126732,220.2839365,264.8369192,309.1046773,0.03169641,0.06056638,0.12068078,0.02702067,0.01987978,0.01207818,0.02241148,0.10224701,0.11210194,0.02641074,0.01694017,0.02578862,0.08662935,0.09456512,0.14035785,0.00534462,0.00967495,0.02278471,0.01454369,0.04827755,298.0503237,2784,60000
GM0277,7,0,0,2,3,3,33,24,55,7,34,46,36,180,34,24,54,75,35,36,118,0,0,0,0,118,145.5018541,235.0712121,253.3506588,220.2608458,116.7155488,160.084455,240.5648234,249.6384141,327.0726608,123.7447972,146.99021,197.2788809,268.2167463,367.6481085,0.00790625,0,0,0.00181415,0.00646185,0.00467534,0.04938301,0.03639021,0.08185811,0.01282003,0.05487731,0.0654547,0.06096942,0.25306592,0.03845317,0.02713284,0.08458798,0.1217004,0.04165644,0.05079287,364.520727,36,60000
GM0279,260,155,79,7,93,163,204,722,86,68,217,298,582,182,269,76,124,193,94,132,121.8337169,173.4572918,167.6962536,0,276.9757571,116.5188764,176.3121363,199.7133849,165.5045236,286.4036468,117.1367267,170.9318834,217.5667326,237.0438709,312.0872836,118.5071579,174.5185211,209.538035,286.7813429,289.4308904,0.06780343,0.03879005,0.01807586,0.00185021,0.02283199,0.04222479,0.05407148,0.1786376,0.02157686,0.01591218,0.05403516,0.07553875,0.14561289,0.04771107,0.06321294,0.01890093,0.03230795,0.04494531,0.02295177,0.03300878,217.0778345,589,60000
GM0281,944,1139,1451,760,350,697,2401,2129,938,980,311,1516,1201,781,888,120,452,308,199,535,95.10479114,169.1884675,216.3013597,208.9864193,256.3106357,118.5448335,162.5079577,195.5918945,214.4445498,287.0716311,118.4835035,167.7819855,207.842881,250.0383764,316.301047,113.6336256,155.70842,221.4841809,285.8362283,315.6491076,0.06318528,0.06351239,0.08110543,0.03796339,0.01994571,0.04082036,0.13093325,0.11135271,0.05029783,0.05482445,0.0180192,0.08058162,0.06236061,0.04443975,0.04879278,0.00674207,0.02591001,0.01722719,0.01161836,0.03036761,264.8229458,2319,60000
