geo_id,households_number_of_apartments_2005,households_number_of_apartments_1985_2004,households_number_of_apartments_1965_1984,households_number_of_apartments_1945_1964,households_number_of_apartments_1945,households_number_of_terraced_2005,households_number_of_terraced_1985_2004,households_number_of_terraced_1965_1984,households_number_of_terraced_1945_1964,households_number_of_terraced_1945,households_number_of_semi_detached_2005,households_number_of_semi_detached_1985_2004,households_number_of_semi_detached_1965_1984,households_number_of_semi_detached_1945_1964,households_number_of_semi_detached_1945,households_number_of_detached_2005,households_number_of_detached_1985_2004,households_number_of_detached_1965_1984,households_number_of_detached_1945_1964,households_number_of_detached_1945,input_households_insulation_level_apartments_2005,input_households_insulation_level_apartments_1985_2004,input_households_insulation_level_apartments_1965_1984,input_households_insulation_level_apartments_1945_1964,input_households_insulation_level_apartments_1945,input_households_insulation_level_terraced_2005,input_households_insulation_level_terraced_1985_2004,input_households_insulation_level_terraced_1965_1984,input_households_insulation_level_terraced_1945_1964,input_households_insulation_level_terraced_1945,input_households_insulation_level_semi_detached_2005,input_households_insulation_level_semi_detached_1985_2004,input_households_insulation_level_semi_detached_1965_1984,input_households_insulation_level_semi_detached_1945_1964,input_households_insulation_level_semi_detached_1945,input_households_insulation_level_detached_2005,input_households_insulation_level_detached_1985_2004,input_households_insulation_level_detached_1965_1984,input_households_insulation_level_detached_1945_1964,input_households_insulation_level_detached_1945,input_households_share_of_useful_demand_for_space_heating_apartments_2005,input_households_share_of_useful_demand_for_space_heating_apartments_1985_2004,input_households_share_of_useful_demand_for_space_heating_apartments_1965_1984,input_households_share_of_useful_demand_for_space_heating_apartments_1945_1964,input_households_share_of_useful_demand_for_space_heating_apartments_1945,input_households_share_of_useful_demand_for_space_heating_terraced_2005,input_households_share_of_useful_demand_for_space_heating_terraced_1985_2004,input_households_share_of_useful_demand_for_space_heating_terraced_1965_1984,input_households_share_of_useful_demand_for_space_heating_terraced_1945_1964,input_households_share_of_useful_demand_for_space_heating_terraced_1945,input_households_share_of_useful_demand_for_space_heating_semi_detached_2005,input_households_share_of_useful_demand_for_space_heating_semi_detached_1985_2004,input_households_share_of_useful_demand_for_space_heating_semi_detached_1965_1984,input_households_share_of_useful_demand_for_space_heating_semi_detached_1945_1964,input_households_share_of_useful_demand_for_space_heating_semi_detached_1945,input_households_share_of_useful_demand_for_space_heating_detached_2005,input_households_share_of_useful_demand_for_space_heating_detached_1985_2004,input_households_share_of_useful_demand_for_space_heating_detached_1965_1984,input_households_share_of_useful_demand_for_space_heating_detached_1945_1964,input_households_share_of_useful_demand_for_space_heating_detached_1945,input_buildings_insulation_level,number_of_buildings
GM0986,103,289,97,24,129,116,332,557,233,200,101,290,876,757,375,73,239,544,260,207,101.8095004,142.0847014,153.0148625,264.0086741,275.0092629,105.331265,162.3005635,167.6966732,208.5983982,304.9058522,115.7493301,164.3402295,192.6869362,206.3244886,299.5232644,117.006309,158.9486929,220.9976662,280.8791475,304.1495871,1.713112842,4.25632557,1.701612017,0.364872955,2.231623838,1.655794213,5.69745317,9.733825457,3.951229081,3.242444352,1.447759124,5.188124285,16.14391242,12.94515266,6.602401168,1.01606081,4.093273548,9.802830409,4.433243506,3.778948574,264.3708253,417
GM0988,1117,490,137,156,187,336,376,232,50,12,358,343,348,150,45,437,360,344,217,63,114.4073001,159.9265432,187.9939925,119.5825752,249.164691,114.9753326,145.8467451,196.9732509,240.269589,220,116.2248613,150.0255654,212.7386819,261.1546933,271.2861695,115.0709198,143.8212354,215.942522,267.2935993,287.9949264,18.33882972,8.676741419,2.658565153,2.602701208,3.329817008,5.30628339,6.919727235,4.267167456,0.964351354,0.192730611,5.619261143,6.421048417,6.724715513,2.694411185,0.950431921,6.373983043,6.497954449,6.414065424,3.883894238,1.163320106,275.3603659,2543
GM0994,383,534,742,442,669,40,271,519,327,374,27,264,979,630,523,37,274,539,341,393,107.9334415,135.4119721,167.16068,253.1518926,264.6719131,112.9992666,146.0419658,184.2287713,226.7006956,294.0647694,120.3289118,161.1386851,205.7008116,259.939778,302.5885869,122.0678263,146.4621679,219.7188528,285.3427084,329.841157,4.582333081,6.588113833,8.622580227,5.325086321,7.855900253,0.533625654,3.37756915,6.153103337,3.637755857,4.341016767,0.372880303,3.235727241,12.19027438,7.680679889,6.075837171,0.413793696,3.384509224,6.700014277,4.22052385,4.70867549,306.9826465,1678
GM0995,1363,1003,3471,0,0,991,3440,12307,4,0,720,2027,4599,16,0,790,1997,658,7,0,117.9379702,175.1290341,190.0675973,0,0,114.2342462,136.756812,186.6126372,313,0,115.9884053,138.9884232,201.2985191,298.0108578,0,116.3943378,135.9590514,208.249757,313,0,3.785106732,3.001940407,10.41979529,0,0,2.796858091,10.43993836,37.4255154,0.011254565,0,1.992681141,6.020135656,13.88439534,0.042494463,0,2.167730251,6.00451965,1.986442626,0.021192023,0,229.5662842,2898
GM1507,545,719,407,119,124,523,1282,1990,205,118,617,1160,2376,1010,598,611,1309,1626,1243,1250,104.427686,167.7487134,153.7119714,254.6591644,262.9094293,116.8882487,168.4535266,182.1464588,210.9882208,280.6056912,116.9562554,172.3055016,198.3003159,248.0774295,287.8216881,113.3741923,145.6007633,216.3679773,276.2993918,298.1541444,3.525740663,3.985450093,2.260601947,0.718075536,0.771403173,3.053980026,6.919351956,10.99162392,1.185973068,0.593560401,3.714402927,6.304068591,12.98025492,5.484656547,3.313899772,3.57639492,7.328253164,9.0773017,6.99797173,7.217034947,245.9585744,2965
GM1509,679,776,373,178,484,346,613,2475,485,163,370,1002,2414,1465,950,259,888,1095,803,1530,116.1915111,166.9756917,182.6758683,236.0771573,293.4506993,121.6021375,169.0566834,174.5490646,237.2502344,282.0220262,115.0556597,168.5795336,188.6995339,267.0918656,304.9117448,117.0887391,154.4740331,224.1818814,286.0708002,308.90925,4.298801495,4.599022928,2.28592538,1.076713394,3.336750898,2.209661488,3.441197076,14.38733832,2.698342036,0.912742419,2.393243178,5.630497476,13.48538973,8.361783781,5.31414302,1.562666624,4.950515052,6.037416205,4.537651058,8.480198445,270.5758847,1134
GM1525,1168,1018,1141,362,298,702,2802,1880,921,577,354,1303,787,825,725,183,326,223,156,349,116.7007632,170.8841331,203.9547965,272.963919,204.3932521,117.725734,168.9311946,186.03382,214.5917745,292.3167135,118.9842538,169.2518727,202.4111079,249.6400638,306.7488692,115.6500825,156.0835936,209.1394574,291.8270996,290.208595,8.196181092,6.030846635,6.994621427,2.282528431,2.208811945,5.297062833,16.56520861,11.31689327,5.484623986,3.554280667,2.616792374,7.837360861,4.694013091,4.814429383,4.327129127,1.345135379,2.002043871,1.397867111,0.910328753,2.123841156,283.5546928,1709
GM1581,623,1581,2036,509,427,274,1362,2583,483,148,373,1445,2777,1684,1533,278,639,1012,1084,952,117.8906219,165.2086058,174.7597385,219.2027648,255.6212764,113.4695328,174.6052271,190.7980653,198.4390488,256.3228428,118.4229892,186.6650748,212.3773633,247.8110087,293.0656191,122.4313998,173.447426,220.447127,271.2243276,305.9879321,2.739225666,7.438066841,9.199300695,2.04679229,1.761256914,1.31403922,6.322651401,11.60101467,2.265846867,0.658351302,1.71418076,6.788270647,12.9276329,7.828569472,6.91527134,1.245725184,2.967135126,4.827386861,5.128256864,4.311024986,296.4799,3961
GM1586,374,805,295,110,308,251,753,1880,261,161,309,1029,1605,888,497,299,772,964,538,728,123.4308691,140.0114969,209.7865684,225.5671718,275.0183074,115.3838594,162.1056729,183.5181215,228.0521521,260.1850342,114.5309669,167.0308561,197.9907685,253.3548986,303.2424373,124.6026113,152.8710207,214.6798034,284.6983183,316.8133847,3.198164587,6.632473108,2.223849893,0.845563738,2.644728885,1.996315697,5.851815158,14.88977454,2.127770194,1.281457783,2.530265105,8.03376016,12.69081803,6.848569244,3.5723555,2.64664216,5.923167852,7.162824727,3.793297214,5.10638643,247.5898343,1520
GM1598,373,660,280,10,136,376,587,1388,49,17,430,617,1077,261,202,349,717,565,338,1015,114.7897574,165.2233274,168.1621806,264.1448835,253.9177427,112.4185269,153.3040262,200.8135018,241.8968145,345.9445069,116.170293,158.253972,212.2188832,251.1999815,280.6736333,118.8080701,142.6244983,212.8109217,266.9684215,296.8493851,3.60077205,6.455046827,3.042176747,0.091613463,1.412008826,3.75943321,6.030024243,15.39657885,0.526334587,0.20898323,4.272904164,6.132613899,12.23563854,3.017291569,2.183449353,3.407730434,7.102293763,6.456208329,3.604866345,11.06403157,254.2768522,611
GM1621,2115,1526,477,30,50,3228,3520,3568,820,287,1490,1658,1702,708,518,595,833,607,206,282,108.2742657,111.3738251,184.4795908,167.0865807,319.7635906,112.2290834,141.7696003,187.2405968,215.9106677,269.3359148,114.67937,151.4502731,205.8127333,237.9488269,315.3352094,114.6994153,152.8736988,225.1618276,271.673893,296.2116103,8.288875656,6.566490409,1.914574697,0.123657186,0.180340856,12.5982775,15.31568128,14.70041806,3.304809644,1.198487846,5.829992381,7.09797091,7.192717528,2.839470624,2.201658213,2.217961878,3.770454095,2.65135709,0.850739531,1.156064616,209.9308758,1764
GM1640,385,756,313,99,189,265,795,1554,345,124,309,855,2274,1069,576,439,1462,2083,930,1127,116.4272398,147.3402649,193.8654417,269.4710713,249.9459234,114.5690211,168.5880627,210.4733569,274.9847511,256.3936469,115.4062006,175.46289,208.3333855,271.1930892,305.9905873,121.4265007,149.2197428,215.7020426,275.2584595,300.9345192,2.945807777,4.955154706,2.002355296,0.658885007,1.215193926,1.958203539,4.779447751,9.689598846,2.037168804,0.777421303,2.309247776,5.111799416,13.98503276,6.378924295,3.51745007,3.175149392,8.880916106,12.88496772,5.616305965,7.120969545,274.9495263,1346
GM1641,174,570,240,112,133,182,433,1067,391,268,137,623,1729,1006,483,158,798,1258,607,477,96.52635291,138.3346736,124.6932569,247.6621626,241.0061335,112.196781,158.2568957,195.2283701,265.1565813,294.9430846,112.8506624,172.9054383,207.9704542,273.6318015,288.9694273,116.9137584,147.986042,212.90664,287.2941257,287.2363152,1.708011508,5.410946951,2.30721669,1.268817097,1.320475295,1.648524799,3.869353624,9.4038614,3.315324434,2.52751198,1.27093628,5.692648679,15.7153364,9.112760473,4.462550299,1.602825245,7.452991538,11.82100135,5.594617774,4.494288179,241.6659589,1326
GM1652,598,418,545,31,94,505,651,1000,412,138,740,1004,1631,698,494,530,1019,927,532,528,111.0600362,146.0320882,178.850819,271.0826307,273.7171033,113.1996557,167.5583139,183.1672244,195.8141705,278.8682619,115.4183245,171.4252132,202.2610045,224.6740978,253.106046,117.0665377,155.3830447,220.5277993,275.6514731,305.5207606,4.938652916,3.3088807,3.913824551,0.2290904,0.805467756,4.262464657,5.396124923,7.71944008,3.230355058,1.157694783,6.140636504,8.111509849,12.99985996,5.523557263,3.952206751,4.473556017,8.144500928,7.44507286,4.150990892,4.096113153,254.7352438,1425
GM1655,643,435,288,69,211,494,750,1704,736,281,351,714,1652,770,469,307,946,1240,583,735,113.1791533,149.4996023,167.644458,171.0422364,156.0045311,113.7173719,157.0844194,165.2179179,196.0374596,282.3061711,116.8655937,165.494255,190.018541,240.8865745,304.9936513,115.3010796,152.4685081,216.5061659,282.1671974,288.0812357,5.618563625,3.38816804,2.366515272,0.56389319,1.666005609,3.933421775,5.438249751,12.55889909,5.561075413,2.020830883,2.684578295,5.048470531,12.15248743,5.635116574,3.375052858,2.446100578,6.939739318,9.042043298,4.202322738,5.35846573,266.2988289,1706
GM1658,268,192,90,19,44,243,474,761,139,70,317,475,752,403,306,229,491,781,471,331,116.0441245,149.8067917,178.8637786,211.9099448,264.9745567,112.2739534,176.5034754,174.4837976,238.4360261,251.7467264,114.4380307,172.8517207,192.5326402,250.4481214,279.8922675,115.2256827,147.9803938,213.9019556,270.669598,302.421288,3.70224767,2.525334445,1.408902628,0.241847087,0.655869819,3.39339975,6.345049577,11.94594219,2.138449799,1.132298368,4.401082853,6.389782255,11.58647054,6.056584678,4.780466233,3.211759157,6.257312261,11.8444591,6.808635645,5.174105945,273.4227958,733
GM1659,435,295,221,68,41,328,629,1129,245,74,326,661,1525,745,338,321,635,796,396,390,96.96850173,116.589951,168.3988388,167.6994353,234.5669824,113.5049099,143.16114,183.165937,232.1116208,281.0186995,115.9431617,156.4192998,197.7292118,256.9429923,276.8589539,115.9642928,150.2545931,215.9972601,273.5088987,297.2682128,4.471539834,3.227116966,2.10900329,0.685151608,0.453689584,3.483623547,6.782757909,11.57773276,2.419344233,0.775580756,3.41963985,7.141586944,15.79165101,7.012876219,3.6621089,3.468957043,6.704050528,8.406537201,4.164086448,4.242965367,242.1986823,739
GM1667,194,211,88,17,47,205,237,327,38,16,262,381,807,313,175,277,501,736,335,293,107.5293212,144.3057832,174.0290973,258.0049705,209.0201168,107.4369955,149.2275501,179.9201261,254.234918,251.9218831,117.5281575,161.8909961,206.2671968,257.6485086,283.9607589,117.9458944,160.7581091,216.5324064,270.368019,307.7224122,2.924199166,3.795082248,1.297087618,0.289651227,0.781069496,3.973021195,4.622939702,6.337549555,0.757241401,0.33272509,4.359480084,7.073422848,15.53586924,5.738856628,3.284321741,4.426189101,9.33829768,13.79424778,6.051515954,5.287232241,267.2528935,589
GM1669,267,280,89,78,68,140,456,715,245,53,134,506,1937,1031,282,159,675,1253,611,514,98.95271007,127.7813538,198.150811,232.391544,243.4547694,117.6217114,168.5498523,190.8630293,228.0156956,304.2291785,116.2692093,174.5657551,212.6419286,243.1065152,315.3733821,113.5941194,153.3388104,217.4231125,292.6781438,325.1858118,2.888618546,2.949431264,0.851551389,0.835430963,0.719063444,1.534820553,4.758501286,7.550483945,2.555549746,0.562741536,1.441449197,5.353801459,20.48235897,10.98144793,2.977425337,1.695100344,7.272536601,12.98751649,6.210495206,5.391675793,226.1923908,976
GM1674,1610,2688,1933,1744,496,474,3713,5742,2054,936,253,1876,3097,1444,1893,557,1417,1523,612,1282,107.3499856,156.9372042,216.9082704,222.4124333,273.7835099,106.4185893,166.205446,194.6041058,246.9205967,293.7285876,115.5241938,170.2670392,206.1068131,271.7129708,319.7690527,117.4887704,153.5040457,222.5655485,280.2210254,314.1322794,4.244678211,7.260271389,5.502951618,5.087384006,1.32203878,1.245325744,10.47251189,16.52739321,6.020236974,2.758271461,0.649366493,5.381947095,8.935706543,4.03423003,5.491889973,1.464582826,3.910194407,4.370786957,1.709375994,3.610856399,251.1148219,5914
GM1676,823,489,249,24,73,372,727,2007,514,1124,308,812,1600,807,1030,441,1630,1523,1093,1468,98.27698643,145.2038658,231.3482977,202.5929307,207.0629307,112.2339343,142.2838789,156.6693878,232.7468985,304.2073332,113.7549776,153.0998622,171.9077997,254.4843289,310.1777213,115.2098406,152.7598239,169.1102476,291.3691433,296.6343851,5.575890651,2.697293158,1.444220305,0.147397002,0.474070953,2.748888719,4.091519244,11.10487224,2.815880679,6.425953978,2.224485649,4.694623175,9.111964279,4.58996293,5.913920915,3.030445936,9.341558653,8.959616336,6.282259163,8.325176034,275.2940508,7078
GM1680,163,310,275,124,43,30,224,753,131,13,225,1067,1332,695,237,300,1075,1200,830,2007,116.8323593,159.2539336,212.7331683,179.4838341,255.0414414,106.563,167.5630806,181.8111373,226.4395865,206,119.5515046,169.8494285,196.2464655,244.8606176,289.5177384,113.4062142,155.1478602,213.4674313,271.0673681,287.9795486,1.543448504,2.861425135,2.851136135,1.086941806,0.419092151,0.181263632,1.912597158,6.827957823,1.197339333,0.11219441,1.977038791,9.696767408,12.20878498,6.144920815,2.129478454,2.802251076,9.679758558,10.67752082,7.648173296,18.04190971,249.8002358,2299
GM1681,162,375,147,33,64,87,150,729,100,0,309,718,1238,911,185,378,1215,1026,848,2521,124.8638647,156.8146717,219.0868888,216.0044712,285.666555,116.2408638,179.5024663,204.2478732,229.9176836,0,117.5707839,173.5378654,203.5348398,248.6169734,286.2678679,116.7720289,149.2806686,211.9264349,275.5299424,300.735122,1.268585908,3.517473797,1.462182131,0.242586924,0.546900179,0.738812956,1.552405046,6.661222713,0.895958926,0,2.753994706,6.600862656,11.13140463,7.857152093,1.671246533,3.503591472,10.74140644,9.030977103,7.648063294,22.1751725,261.1364442,1459
GM1684,841,891,440,24,78,343,901,1728,463,49,363,615,1307,665,257,288,455,671,376,431,129.7597889,146.038761,177.3697452,258.3117011,273.4940079,116.4327255,150.6310669,198.2537081,242.1820243,288.8990039,117.2690492,156.840405,207.1699133,262.7557667,253.4791032,114.7100638,150.7047198,216.3805172,274.2263087,301.9162018,7.485431165,7.388951397,3.90868564,0.175535178,0.625960929,2.877577922,7.843251936,15.61663585,4.144584644,0.446258527,3.369480956,5.562488744,12.06065334,5.832017977,2.295774947,2.6842041,4.197540071,6.307349594,3.375232213,3.802384871,252.9450185,
GM1685,195,204,266,40,40,314,335,545,65,16,265,440,805,275,259,282,527,713,493,311,115.7845923,135.7681226,160.7347239,179.1170699,341.6809145,114.5188737,170.2239279,183.7457271,239.4320489,368.4057744,120.695169,168.0965103,212.4740871,251.1577946,292.9530749,115.4234876,142.8675699,222.1334585,278.0376488,312.8175636,2.523454423,2.866064534,3.772149631,0.677749105,0.551079725,4.679762911,5.388712417,8.800847632,1.059497678,0.213818254,3.880990212,7.123666926,13.13422242,4.402143022,4.153983103,4.125839068,8.608933333,11.45186288,7.882197476,4.70302525,215.232208,
GM1690,335,500,87,64,278,129,147,705,54,6,282,917,1200,415,185,351,1083,1193,669,1754,112.8398412,173.8717207,147.037092,208.6691962,252.9966493,115.9376201,163.5529071,177.5108804,267.2106013,267.0282051,115.9735705,166.4779291,199.2181494,267.99501,274.6329984,118.9633721,156.9981852,219.5396581,292.4837631,297.8534337,3.128857058,5.17583778,0.987459376,0.633908628,2.721706932,1.319838634,1.448682279,6.420589946,0.439446511,0.053546777,2.718051234,8.878534291,10.83259715,3.791906073,1.833293314,3.483196806,10.97800979,10.93198481,6.174737651,18.04781496,270.3069073,1395
GM1695,193,108,51,12,19,93,138,371,115,456,78,201,361,119,511,144,331,690,86,401,119.1533945,179.0169924,160.0128936,314.056291,261.2827729,114.0005389,150.0967539,212.7843487,258.8443389,288.2922804,118.5869789,166.5742487,221.6095454,269.5532326,310.5701471,120.3586491,152.888106,200.0259149,267.4196228,282.1366247,4.015848807,2.716741836,1.152150725,0.300503744,0.425107051,1.933815813,3.283360186,8.420982647,2.654038976,10.55672001,1.572615242,4.62470848,8.114804695,2.687453754,11.41025839,2.960388872,7.418367353,14.68605297,1.833858054,9.232222392,224.4318301,2228
GM1696,475,421,454,75,243,238,587,1634,988,268,175,584,1016,928,632,237,461,354,253,654,117.8980543,155.1394286,176.8124096,248.54085,276.0285096,116.7491817,172.4474361,178.9774244,228.2398827,294.3382195,120.3081247,170.4366569,202.9984922,244.314542,277.6497767,117.3113393,157.0604743,213.4494318,268.1170637,281.0207671,4.659289842,4.286486848,4.666841694,0.613220505,2.436029733,2.494265154,5.541082581,14.31610633,9.08181139,2.726294534,1.890167692,5.337081214,8.787618612,8.448190749,6.081065328,2.353136755,4.436206112,3.155888468,2.434458542,6.25475792,286.1905821,2414
GM1699,214,949,392,66,202,97,558,1854,222,26,425,1275,2222,694,207,332,1291,1359,1027,1348,126.5766095,138.516267,229.3136327,215.633231,189.3614248,110.7032749,163.8825896,201.7957708,228.2985631,270.7214485,114.4984014,159.8818794,210.3291114,230.7383232,298.2876175,117.6236201,153.0144902,216.3503458,284.5006287,297.9420153,1.602695913,6.189604584,2.624654718,0.473912021,1.484222347,0.745236375,3.480800251,12.23456203,1.42383137,0.171886109,3.141307428,8.167981737,14.79903886,4.763695665,1.526590142,2.436379056,8.70970709,9.174936022,7.182797326,9.666160952,279.046724,1945
GM1700,569,617,292,125,249,228,559,1684,255,16,366,1247,1892,799,427,401,1088,1164,740,1043,86.03014865,141.4600861,186.6621762,226.2795127,292.7356355,105.4508054,151.4338524,165.5227172,166.5784889,216.7262899,113.0094522,159.3241507,185.5312655,219.1579032,324.4618178,118.1804037,154.6962896,222.5320813,284.218803,316.3403413,4.921016381,3.997464125,2.288825152,0.905881122,1.835721148,1.983108781,3.465484181,12.54444703,1.892041875,0.127678263,3.150461142,7.764126715,14.39074394,5.709871914,3.072277434,3.275870423,7.020631577,8.665585247,5.553254527,7.435509017,255.7886639,1150
GM1701,89,313,131,30,200,65,213,524,18,27,176,858,1036,363,177,186,946,990,753,1319,112.6051836,131.1507678,178.8273029,259.3700295,268.1581646,113.4528053,156.5273856,165.4633625,168.4562643,247.0623821,116.496313,164.090732,192.0430835,249.2206756,276.8944833,124.2379891,158.720605,225.6978362,270.826779,303.1659265,1.001169261,3.74985819,1.411304413,0.36228551,2.433082827,0.882910429,2.481582601,6.093450483,0.229593769,0.298247604,2.061988042,10.61517672,12.54418047,4.077621743,2.14127152,2.079411553,11.27210161,11.87425296,8.793639638,15.59687066,303.7303393,1827
GM1702,64,185,135,18,46,94,147,128,20,10,117,426,638,170,134,196,515,850,460,517,98.88051624,139.8759714,173.8040353,249.0498455,292.9550525,110.766947,132.4295761,188.9389772,294.7144279,122.8277778,114.3147404,146.8125155,194.7410344,265.404622,286.1268336,116.578169,146.0835829,208.0603612,273.6518429,298.4735888,1.504104268,3.551133314,2.975745101,0.468730119,1.099358533,1.847797801,2.85008019,2.501936025,0.498156653,0.209860402,2.520052716,8.544271486,13.42373527,3.349545852,2.992238621,4.157728314,10.26839407,17.42396357,9.355805012,10.45736268,252.9450185,
GM1705,1071,1096,668,305,183,928,1679,3408,625,69,610,1430,2380,1126,355,332,1009,804,999,794,112.3357958,138.6456837,177.7883359,176.0026037,192.2182475,115.8130072,146.7413537,171.9774276,203.3843301,282.0339157,117.0904685,155.162676,189.3171013,244.1845015,313.9461717,116.967307,146.1559606,214.3395624,276.8743303,307.520291,5.560250912,5.835202373,3.392151887,1.529691379,0.948123377,4.664165976,8.622643949,16.91162966,3.009236855,0.380768462,3.069671052,7.066876192,11.75065343,5.340513292,1.866575825,1.739636069,5.245251318,3.876666989,5.085452531,4.10483847,246.294059,1591
GM1706,170,239,239,36,49,83,605,1090,210,112,160,641,1403,615,348,287,737,1241,438,303,120.7787831,142.2881555,196.640129,247.1510246,318.9647025,111.7227667,165.121294,188.6273018,232.6146119,311.2559913,118.6929127,169.8957651,195.7849691,270.0137088,301.2192299,115.5773034,150.1420613,209.2041057,284.0507722,294.2903102,1.872339649,2.756347964,2.58964404,0.42751147,0.55069171,0.907427768,6.591329024,11.79491859,2.32862359,1.456446661,1.78872916,6.884619654,15.08264482,6.843802893,4.133624708,3.099762308,8.633931138,13.70935242,5.020704926,3.527547512,264.6820932,785
GM1708,469,1229,587,254,375,553,881,2077,693,563,751,1639,1877,1092,909,528,1389,1229,783,2190,104.7693092,156.9496159,219.7635099,263.1007727,213.0791616,115.4612616,155.2441281,201.01419,239.9116562,287.3354985,115.7632032,156.1456554,214.9567454,261.9204791,300.9094584,115.9372576,145.4337247,218.8389014,283.7039396,304.0621126,2.223171791,6.051402767,3.014391077,1.246568935,1.616457361,2.636016784,4.30055236,10.58755093,3.336803836,2.661612471,3.346118205,8.393376705,9.50849001,5.32966466,4.492990749,2.551133001,7.132070479,6.237150375,4.0138405,11.320637,273.5435172,2873
GM1709,606,682,471,204,63,520,864,3238,840,332,294,871,2245,1060,592,273,1120,733,614,881,109.8938794,135.8688165,164.1691259,205.9203714,227.3405804,113.6361098,151.2681579,175.1308439,200.7544462,285.5793882,116.3873487,168.8031593,190.7525036,239.0558848,288.5482091,121.0800304,156.3011819,211.8251589,281.6792252,305.2361656,4.440086787,3.967449344,2.763322843,1.333974993,0.395201754,4.151893224,4.815307121,19.21766899,5.082597044,1.825149046,2.307100905,4.875128419,13.51540199,6.290842792,3.438510407,1.983970597,6.365834599,4.351277059,3.759365907,5.119916189,268.2507821,2017
GM1711,335,743,754,104,218,265,916,1327,532,387,195,720,2030,1268,779,255,893,1324,666,923,108.6612175,138.4942574,191.9115755,206.267718,198.7730872,111.1267595,158.0415432,170.5469293,188.1681256,298.1015037,122.1615916,162.0904707,197.3163171,248.0478712,312.5153175,123.577488,151.2516164,225.0865544,296.6733026,308.691249,2.586134587,5.558148962,4.884278272,0.751283736,1.498077157,2.07562159,6.64417677,8.847179642,3.548948126,2.593875892,1.547326942,5.02566934,13.30604538,8.518362788,5.21413688,1.929722245,6.089389258,8.877192913,4.4355161,6.068913417,244.8437889,2081
GM1714,645,715,367,32,27,95,344,1269,1633,749,149,605,1035,1138,813,317,919,881,836,1490,120.7792222,147.9277451,163.1532681,266.6379891,166.2082262,125.4631656,152.9127355,190.2808914,287.2230566,285.1689712,115.087441,155.328015,206.6490391,276.1343662,313.4246667,119.6002206,150.4594452,218.6822301,295.0248266,301.6764431,4.336349083,5.121921064,2.595959685,0.212752825,0.211402013,0.742702475,2.613707848,9.13398156,11.87173894,5.164865616,1.126820758,4.483831442,7.624205718,7.962602781,5.584649077,2.401536623,6.447873963,6.40858786,5.713820435,10.24069023,258.5897374,7231
GM1719,422,645,193,73,97,342,656,1790,440,131,240,676,1571,845,513,256,741,836,502,806,112.2070291,139.4788146,159.1647722,241.6073647,293.5667611,114.7566788,158.2335244,186.3602073,249.8045056,291.3845208,119.1205866,171.053975,205.3435728,279.2140427,300.15622,119.154879,158.145537,222.1587992,282.5810246,301.9337911,3.536692762,5.107759637,1.43906155,0.571614507,0.833798173,2.883974073,5.783072792,15.06530425,3.766152614,1.024105079,2.031281654,5.781916473,13.38424835,7.136289254,4.057822402,2.157389754,6.577972409,7.394078909,4.384181747,7.083283612,267.2505074,1119
GM1721,456,502,346,43,83,576,1100,1086,151,21,520,980,1644,624,349,477,1008,1443,792,492,117.3563073,156.2523095,187.1696934,236.0835142,281.8831825,115.6938233,156.9118876,181.380644,246.3151462,314.7092415,115.5538704,162.1198431,197.8975043,254.9073945,298.6059125,114.6025367,154.3920674,215.9968055,274.3451885,293.7514057,3.428397732,3.923257548,2.592115821,0.388523516,0.636416854,5.170476173,8.495254995,8.397787076,1.077286984,0.153543044,4.548825909,7.52346171,12.4599896,4.687391713,2.767103071,4.292000995,8.437199757,10.89926005,6.289324472,3.832382984,233.7479466,704
GM1723,274,72,55,18,27,160,186,221,16,16,156,271,589,158,149,220,411,664,333,398,101.7356666,142.0538784,168.9249551,249.5533333,281.9161972,114.2480821,152.7514677,194.0873992,280.8683241,248.5160576,115.0413108,157.0752816,212.7969067,260.0164076,276.2527923,114.6343088,151.5570867,225.7094334,288.467526,309.5861137,6.363867148,1.644053842,1.243229836,0.373399819,0.649796036,3.60497059,4.467813553,5.10811884,0.40128981,0.345218701,3.674666456,6.424014039,13.20046674,3.149123532,3.274948732,5.137930272,9.250160993,15.24051187,7.690126477,8.756292716,302.637235,547
GM1724,205,232,177,76,293,274,347,633,104,15,238,579,1091,415,92,317,812,965,715,391,97.54507588,143.2735366,134.9193501,235.4271803,272.574378,109.827559,143.3316304,181.7848917,236.2793118,255.7055618,113.530907,156.4072194,204.822405,257.4030401,287.0968582,112.5652763,155.0349902,222.2952716,281.0220997,297.1450586,2.494090697,2.899765136,2.061615768,0.964920488,3.549831263,3.046036869,4.392710129,8.727501039,1.051559415,0.186575285,2.494878947,7.201072568,14.53409129,4.836666087,1.071265658,3.239637858,10.18470062,12.86629194,9.184548797,5.012240147,284.7581882,1431
GM1728,648,290,110,141,66,295,358,889,207,24,403,600,1321,555,192,304,692,894,478,284,97.80659321,154.2977031,159.7105163,242.9854786,232.1404373,110.5185487,150.8805013,194.2089467,252.9223483,245.5303263,115.8700303,164.7999739,208.3414738,270.598603,283.3417794,115.4907431,148.9630535,211.865231,269.187793,315.5737199,6.598738916,3.103213705,1.240585539,1.819912926,0.714253797,3.385784231,4.023325583,10.32508891,2.370305191,0.246136021,4.673147176,6.921774867,15.1269755,6.448938728,2.192694788,3.235296599,8.322722226,10.56994378,5.411367753,3.269793764,270.5960471,1457
